feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
1.557,1.176,0.394,0.113,0.604,0.036,-0.093,-1.29,-0.206,-1.131,-1.012,1.149,-1.806,0.696,-0.561,0
0.09,-0.885,-0.334,-0.399,-0.27,0.318,-1.321,-0.065,2.478,0.284,0.411,-0.392,-0.859,1.2,-2.141,1
-1.336,-0.865,0.139,-1.832,0.153,-1.623,0.657,0.73,0.324,-0.72,0.564,0.248,-0.157,0.321,1.139,0
-0.606,-0.797,2.207,0.921,-0.135,0.478,0.865,-1.361,-1.794,1.262,0.054,0.031,0.052,0.76,1.706,0
-0.462,1.222,-1.024,-0.3,1.438,0.609,-0.034,-2.348,1.263,2.133,0.279,0.647,0.739,-0.452,-0.746,0
-0.346,-0.222,3.065,0.313,-0.835,-0.641,-0.984,-1.166,-1.379,-0.548,0.524,2.313,-2.417,0.714,-1.586,0
1.155,0.342,-0.334,-0.735,-0.317,-0.606,0.975,-0.158,-0.167,0.946,0.51,-0.567,0.662,2.418,0.227,1
1.237,0.102,0.551,-1.116,-0.275,2.337,0.821,-0.374,1.25,-0.907,0.708,1.247,0.229,-0.442,0.947,1
0.018,-0.763,-0.706,0.856,-0.027,0.762,1.843,-0.573,-0.667,-0.548,0.073,1.584,0.451,-1.884,1.928,0
1.721,-0.013,1.08,1.517,-0.702,-0.47,-2.0,-0.629,-0.097,-1.186,0.47,1.558,1.239,0.135,0.949,0
-0.27,0.14,0.363,0.601,-0.722,0.125,0.456,0.741,1.539,-0.112,-1.23,-0.603,-0.603,0.101,2.049,1
-0.007,-1.06,-0.711,-0.795,2.241,1.054,1.377,-0.068,0.039,0.634,-0.559,-0.339,0.235,-0.371,-1.252,0
0.426,-0.051,-0.522,1.055,0.389,0.569,-0.466,0.522,0.506,-0.471,-0.462,-0.282,3.075,-0.421,1.838,1
-0.743,0.104,1.328,-0.461,-1.286,0.562,0.945,-0.016,0.119,-0.761,-0.424,0.578,0.016,0.593,0.759,0
0.317,-0.29,-1.691,1.655,1.99,0.983,0.876,0.033,-1.107,-1.611,1.582,-1.001,2.409,0.497,-0.589,1
-1.233,-0.933,0.692,2.979,-1.201,-0.541,0.916,-0.994,-0.946,2.026,-0.081,2.118,2.457,1.308,-0.409,0
1.52,0.24,-0.077,0.2,-0.583,1.754,0.364,-0.854,1.334,1.11,-1.296,-0.267,-0.115,0.536,0.849,0
-0.646,-1.617,-0.36,-0.298,-0.079,0.002,0.815,-0.86,0.591,-0.157,0.258,0.553,0.005,0.565,-1.815,0
0.109,0.915,1.12,1.051,-0.002,-0.566,0.638,0.452,-0.763,1.317,-0.623,-1.756,1.649,-0.502,-0.746,1
1.307,0.434,-0.333,-0.16,-1.826,0.795,0.002,-1.085,0.055,0.258,0.269,-0.247,-1.104,1.271,-0.62,1
-0.256,0.787,0.992,1.146,-0.925,0.046,0.125,-0.481,0.084,-0.483,-0.685,0.17,1.177,0.275,-0.976,0
0.259,0.243,1.64,0.571,-0.619,0.92,0.219,0.695,1.232,-0.324,0.843,-1.139,1.975,-0.855,0.415,1
-0.665,-2.227,0.215,0.195,2.046,0.483,0.216,0.219,0.072,-0.471,-1.663,-0.798,1.19,1.315,-0.873,1
0.406,0.338,1.568,1.082,-0.327,0.217,0.838,-0.75,0.697,0.618,1.142,-0.486,0.597,-1.104,-0.247,0
-0.32,0.729,-0.945,0.422,-1.606,-0.358,-0.459,1.57,2.121,0.403,0.127,0.264,0.716,-0.814,-0.098,0
-0.678,-0.207,-1.563,-0.919,-1.344,2.045,1.122,-0.455,-0.26,-0.015,-0.224,-0.077,-1.576,0.347,-0.398,0
3.046,-1.381,-1.579,1.14,-0.175,-0.431,-0.539,-0.153,-1.056,-0.426,-1.075,-2.623,1.257,-0.465,-1.177,0
-1.957,-0.469,0.886,-2.314,-1.946,-0.24,-0.265,0.028,-0.857,0.354,0.171,-0.786,-0.18,0.296,0.448,0
0.579,-0.517,0.148,0.227,0.41,-0.252,1.982,1.145,-1.139,0.993,-0.732,-1.653,-1.464,0.097,-1.241,0
0.274,0.637,-0.992,-0.68,-2.228,2.206,-0.481,-0.037,-0.392,-1.032,-0.838,-0.452,-0.659,-0.55,1.81,0
1.814,-0.101,0.712,1.239,1.538,0.453,-0.265,0.594,0.504,-1.31,2.129,-1.152,1.067,0.259,0.281,1
1.508,0.237,0.292,-0.294,-0.333,0.219,-0.336,-0.33,-1.08,-0.559,0.249,1.548,0.953,0.019,1.696,0
-0.435,-1.282,-0.57,2.023,1.944,1.204,-1.58,-0.953,-0.719,-0.763,0.489,-1.351,0.215,-1.51,0.484,0
0.163,-0.114,-0.343,-0.541,-0.271,1.504,0.831,-0.119,-1.11,0.602,0.737,1.229,-0.793,0.066,1.0,0
-0.375,-0.728,0.837,-0.223,-1.046,-1.623,-0.876,0.144,-1.182,0.571,-0.582,-0.234,-0.711,0.159,0.058,0
-1.235,-0.216,0.763,1.867,1.958,0.846,0.364,0.33,-0.57,-0.015,-1.148,1.113,-0.08,0.214,0.24,0
-1.374,-0.141,0.072,-1.318,-0.098,-0.536,0.128,-0.6,-0.021,-1.189,0.681,-0.777,0.613,0.47,-0.145,0
-0.446,-0.382,-1.965,0.447,-1.709,0.463,-0.69,-1.134,0.774,-0.601,0.377,-0.998,0.549,2.12,1.273,0
1.813,-0.087,0.137,-0.255,-0.312,1.078,0.296,-0.212,-0.02,0.329,0.2,-1.094,0.728,1.051,-1.737,1
-0.19,0.801,0.384,2.909,-1.05,0.395,-0.716,0.278,0.991,0.968,0.134,0.213,-1.246,0.51,-0.82,0
-1.763,-1.39,0.823,1.262,-1.369,-0.908,2.059,-1.301,0.303,-0.368,-1.571,0.157,-0.514,1.018,0.932,0
0.628,0.037,0.786,-0.568,1.144,-0.3,1.309,-0.813,-1.302,1.292,1.019,0.002,-0.648,-1.108,0.072,0
1.406,-1.622,-1.223,0.35,0.059,-0.555,0.053,0.273,-1.583,0.246,0.718,0.168,-0.155,0.124,-1.1,0
-2.479,-1.127,1.546,-0.882,-2.734,-0.028,-0.28,-0.788,-0.01,1.335,0.456,0.049,-1.067,0.251,-1.22,1
-0.031,-0.111,-0.015,-0.571,0.637,0.035,0.53,1.001,-1.431,-0.114,-0.532,0.016,-0.402,0.155,1.487,1
0.088,0.687,-0.751,0.926,-1.128,0.227,1.156,-0.986,1.383,1.174,-1.123,1.991,-0.223,0.412,0.588,0
0.624,-1.419,-0.554,0.731,-0.105,0.304,-0.174,1.267,0.148,-1.922,-1.0,0.38,0.647,-1.459,-0.368,0
-0.554,0.374,0.259,0.142,-1.099,-1.232,-1.814,-0.691,-1.472,-0.68,-0.232,-0.124,-1.748,-0.774,-1.005,0
-0.445,-0.499,-1.251,1.414,-0.49,-2.086,-1.272,0.927,0.04,1.522,0.622,-0.727,-0.839,0.764,-0.152,0
-1.121,0.087,0.703,2.377,-0.59,0.643,0.749,0.43,-0.806,-0.684,0.13,0.082,1.024,-1.296,0.26,0
-0.315,-2.464,0.094,-1.217,-1.036,-2.459,-1.043,1.174,0.45,0.095,0.986,-0.194,0.482,-1.631,-0.73,0
0.754,-0.771,-0.142,-1.894,-0.701,-0.569,1.2,-0.234,1.105,-0.447,-1.721,0.487,-1.887,-1.288,1.236,0
1.64,1.407,0.494,-1.071,-0.404,-1.48,-0.029,-1.344,1.943,0.397,0.217,-1.01,1.325,-1.535,0.546,0
-0.576,1.008,-0.294,0.466,-0.282,-0.456,-0.761,-2.371,0.375,0.314,-0.399,-0.144,-0.066,0.586,0.922,1
-1.176,-1.309,0.953,0.378,-1.608,-0.178,1.109,-2.155,0.757,0.02,0.761,-1.287,1.587,0.558,0.329,0
0.253,-1.792,0.456,0.193,-0.283,-0.93,-0.09,-1.36,-1.419,0.66,0.723,-0.647,-0.01,0.354,0.437,0
-0.145,1.175,1.006,-0.072,-0.591,-0.613,-1.188,1.539,0.389,0.707,0.42,0.283,0.397,0.539,0.702,0
0.223,0.9,0.593,0.576,-0.183,0.306,0.671,2.566,-0.591,0.383,0.015,-0.734,-0.475,0.438,0.849,1
-1.731,-1.289,0.834,0.604,2.086,-1.222,0.314,-0.176,-0.549,-1.547,1.345,-1.473,-0.447,-0.221,0.143,0
-2.033,0.119,0.076,-0.527,1.493,0.788,0.834,-0.601,-0.814,1.103,-1.454,1.018,0.965,0.906,0.308,1
-0.264,0.843,-0.818,1.189,-1.157,0.207,-1.043,0.032,0.493,-0.225,1.425,0.402,-1.455,0.727,0.317,0
0.701,0.051,0.633,0.738,0.708,0.907,-0.016,-1.323,0.531,-1.542,-0.171,-0.024,1.015,1.255,-1.277,1
2.306,0.931,-0.072,-1.584,-0.742,-0.752,-0.658,-1.531,1.619,-0.767,-1.027,-1.489,-0.6,1.24,-0.85,1
0.241,0.429,-1.549,0.059,0.308,2.182,1.058,1.565,0.565,-0.19,0.668,0.829,-0.176,-0.483,-1.282,0
0.207,0.313,-0.02,0.392,0.806,-1.566,-0.1,1.119,2.098,-0.063,0.313,1.678,-0.576,0.203,2.584,1
1.093,0.098,0.231,-0.038,-0.465,1.969,0.372,0.311,-1.037,-0.747,-1.186,-0.472,0.859,0.707,1.249,1
1.018,0.696,2.136,-0.302,-2.148,-0.414,-1.644,-1.141,0.725,1.247,-0.248,-2.542,-0.01,1.233,-1.009,1
0.432,1.453,-0.65,-0.771,-1.381,-0.011,-1.674,-0.318,-1.7,0.32,-0.004,-0.348,0.033,-0.625,0.43,0
0.639,-0.578,1.164,0.058,-0.471,1.307,-0.503,-0.936,0.632,-0.676,0.165,-1.551,1.173,-1.041,0.9,0
0.706,-0.455,0.433,-1.187,-0.903,-0.471,0.734,-0.601,0.545,-1.784,0.872,-0.144,0.618,1.723,1.061,1
-0.503,0.277,0.074,-1.091,-1.038,1.574,-1.001,-0.478,0.726,-1.269,-0.28,0.854,-0.448,0.68,0.891,0
-0.519,-1.512,1.675,1.537,-1.744,0.043,0.974,-0.214,-0.524,-1.5,-0.975,0.883,1.546,0.405,0.76,1
0.023,0.966,0.682,2.68,-0.896,1.006,1.233,-0.034,-2.178,0.907,1.307,-1.086,1.703,0.07,0.916,1
0.919,0.53,0.437,0.853,-1.247,1.536,-0.984,-0.981,1.483,-0.994,0.149,0.717,-0.537,0.034,-1.34,1
0.671,-0.228,1.168,0.267,0.335,-0.105,0.226,-0.835,-1.207,0.277,0.421,-0.588,-0.608,-0.147,-1.409,0
-1.217,-0.107,-2.274,-0.952,-0.198,0.386,1.839,-0.036,-0.191,-0.131,-0.731,-1.937,0.731,-1.119,-0.312,0
0.541,-1.187,0.575,-0.877,-1.884,1.709,-0.804,0.134,-0.559,0.985,-0.243,1.901,-0.626,-1.061,0.937,0
1.982,-1.586,1.102,-1.099,1.355,0.649,-0.792,0.156,-0.828,-0.419,-0.422,1.427,-0.249,-0.948,0.581,0
-0.613,-0.912,-0.878,0.655,-1.699,-1.203,-0.004,0.602,-0.616,1.705,-2.278,1.279,0.368,0.723,0.272,0
-0.192,0.789,0.268,-0.254,0.202,1.071,-0.447,-0.05,0.2,2.425,1.146,0.28,1.305,-0.343,0.752,0
-1.619,-1.606,1.076,-0.374,1.736,1.196,-0.168,0.416,0.463,-0.117,-0.872,-1.607,-1.457,-1.031,1.587,1
1.263,-2.699,1.143,1.04,1.508,-0.853,-1.279,-0.171,-0.313,-0.49,-0.976,1.404,0.394,-0.337,0.544,1
0.554,-1.575,-0.462,-0.774,0.006,1.218,0.164,-1.369,-1.48,0.624,-0.414,2.228,0.155,0.601,-0.662,0
0.048,-2.823,0.494,-0.058,0.299,0.498,0.463,-1.005,-1.522,-0.615,-0.04,0.414,0.057,-0.478,0.963,0
-0.31,0.476,0.473,-0.385,-0.027,2.149,0.344,-1.788,-0.411,-0.88,-0.805,1.113,0.126,1.166,0.517,0
0.266,0.537,0.415,-0.831,0.586,0.204,-0.583,-1.455,0.984,0.393,0.721,-1.914,0.896,0.113,0.648,1
-0.031,-1.145,1.598,0.99,0.163,-1.39,-0.202,0.638,-0.276,1.34,-1.178,-0.315,-0.596,-0.203,0.222,1
0.55,0.388,0.351,0.442,0.121,-0.099,1.101,-0.666,-1.227,0.289,-0.288,1.257,1.075,-0.47,0.593,0
-0.789,-1.755,-0.831,1.583,-0.869,-0.0,0.257,-0.853,0.755,0.276,1.637,0.08,-0.893,1.556,0.088,0
-0.025,-0.519,0.242,-0.653,-1.269,1.351,1.011,-0.819,1.366,0.722,-1.054,-1.402,-3.092,-1.648,0.179,0
-0.092,-0.904,-0.344,1.252,0.352,0.38,0.32,-1.3,-0.042,0.003,1.324,0.277,0.953,0.888,0.571,0
1.774,0.533,0.367,-0.639,-0.593,-1.073,1.319,0.529,0.707,-1.074,-0.572,-0.595,1.071,-0.953,-0.666,0
0.811,0.646,-0.926,-1.676,-0.283,1.111,-0.963,0.483,0.894,0.156,-0.126,-0.232,-0.559,-1.001,-0.574,0
0.431,-1.284,-0.84,0.201,0.479,-0.346,-0.967,-1.088,-0.674,0.274,-1.443,0.832,0.131,-1.328,0.077,0
0.613,0.373,1.131,-1.081,2.438,1.063,1.524,-0.16,0.008,0.03,1.917,-0.058,0.626,-0.685,0.774,1
0.076,0.578,0.048,-0.972,-1.063,-0.411,1.152,2.127,1.006,-0.853,0.348,-0.242,0.655,1.294,0.786,1
-1.849,1.847,-0.694,0.919,0.685,-0.756,-0.723,-0.827,-0.888,0.898,0.725,0.419,-0.166,-0.226,0.74,0
-1.299,0.05,0.861,-0.834,-1.303,-1.95,1.119,-0.004,-0.851,0.247,-0.274,0.942,1.498,0.982,-0.262,0
-0.019,0.566,-0.721,0.304,-0.397,0.35,0.263,0.359,-1.769,-0.128,-1.119,1.435,-0.876,1.439,0.19,0
0.653,0.543,0.406,-0.74,2.802,0.116,2.486,-0.282,-0.503,-1.292,-1.304,-0.997,-0.171,1.112,-0.508,1
-0.442,-0.55,0.104,0.28,1.574,-1.204,-1.677,-1.793,0.047,1.051,-0.365,0.473,-0.665,0.653,-0.955,0
-0.914,0.393,-2.345,-0.916,0.176,-0.909,-0.533,-0.276,0.278,0.984,-0.404,1.089,2.152,0.265,-0.043,0
1.321,-0.913,0.647,0.182,2.178,1.746,-0.073,1.492,-0.133,-0.017,0.707,-0.122,-1.492,-0.367,0.536,1
-1.516,0.35,-0.016,0.967,0.026,2.127,0.76,0.141,0.124,-1.216,2.033,-2.107,-1.564,0.571,-1.148,0
-1.464,0.229,0.22,0.479,-0.474,-0.38,1.052,1.036,1.65,-0.263,-0.264,0.247,-0.505,0.125,0.004,1
-0.926,1.008,0.293,0.207,-0.728,1.187,-0.118,1.012,-0.014,-0.985,2.173,0.749,-0.777,0.202,-0.153,0
1.429,-1.521,0.276,-0.867,0.167,0.381,2.447,-0.443,-0.1,0.068,-0.783,0.448,0.545,1.177,0.977,1
0.317,-0.055,0.129,-0.19,0.277,0.446,0.849,-0.679,-0.359,0.653,1.181,0.513,-0.152,-1.49,-0.204,0
0.18,1.321,0.368,-0.726,-0.928,-0.829,0.649,0.562,1.161,1.547,0.029,-0.213,-0.922,-0.097,-0.404,1
0.328,0.21,-0.895,2.489,1.036,-0.99,-0.151,-3.089,0.448,1.228,-0.031,0.107,-0.811,0.217,0.467,0
-0.896,-0.135,1.303,0.125,-0.588,0.265,-0.347,1.528,-0.896,-0.22,2.705,1.557,0.366,0.421,-1.011,0
-0.609,0.167,-1.153,-0.72,0.336,0.223,0.231,2.075,-1.299,0.898,0.18,0.944,-1.441,1.953,1.554,1
0.881,-0.552,-0.672,0.373,0.137,0.15,1.903,-1.897,1.379,0.017,-0.756,-1.033,-0.051,-0.355,-1.131,0
0.256,-0.1,-1.494,-0.376,-0.162,-0.798,1.661,1.37,-0.567,-0.983,-0.677,0.321,-0.075,1.552,-1.114,0
-0.727,-0.872,-1.322,0.95,0.337,0.314,-1.25,-0.251,1.612,-0.302,-0.897,0.062,2.12,-0.067,0.362,1
-1.084,1.041,-1.41,0.643,-0.302,-2.503,0.742,-0.351,0.633,1.33,0.919,-0.5,-1.049,0.909,1.817,1
-0.064,-0.495,-1.184,0.815,0.944,0.067,-0.349,0.295,-1.313,0.457,-0.842,-0.069,-0.081,1.47,-0.185,0
-1.259,0.502,3.025,-0.667,-1.07,0.02,0.4,-0.222,0.165,-0.28,0.805,-0.756,1.184,0.446,-0.21,1
0.461,-0.47,2.34,-0.048,-0.769,-0.995,-0.003,-1.551,0.16,0.901,0.139,-0.171,-1.569,0.268,1.183,0
-0.228,-0.708,-0.236,0.507,-0.575,-0.486,0.656,-0.136,0.445,-1.78,1.642,0.01,-1.238,-0.453,0.368,0
-1.367,1.194,-0.077,-1.449,-1.629,0.522,-0.245,0.426,0.195,1.977,0.43,-1.09,1.217,-0.793,-0.2,0
-1.129,1.236,1.261,-0.497,-2.07,-0.065,-2.586,0.798,0.668,-2.048,-0.515,-0.017,-0.527,0.325,-0.401,1
0.374,-0.079,-0.778,-0.871,0.673,-0.047,-0.506,0.724,-0.258,0.679,0.648,0.246,0.094,-1.565,-0.236,0
-0.691,0.728,0.619,0.576,0.472,-0.007,-0.289,0.579,0.185,-0.412,-0.597,-0.885,0.715,0.393,0.825,0
0.975,0.817,1.04,-0.336,-1.28,0.73,-0.045,1.695,-1.294,1.837,1.236,-0.845,-0.748,0.923,-0.564,1
-0.305,0.888,-1.474,-1.747,1.317,-1.72,-0.23,-1.313,-0.198,0.621,-1.869,-1.944,0.46,0.55,0.617,1
-1.673,-0.283,0.519,0.949,-0.737,-0.53,-1.571,-0.035,-2.213,1.099,1.844,0.137,-0.149,2.42,0.375,0
0.591,-1.469,-0.77,0.49,-0.279,-2.9,-1.355,0.821,0.827,1.29,-2.28,1.334,1.214,-0.774,-0.89,1
1.486,-1.412,1.868,1.191,0.679,-0.059,-0.146,0.379,-1.183,1.183,-0.479,-1.219,0.11,-0.491,0.581,0
-0.1,1.496,-0.63,0.334,-0.195,1.429,-0.192,-0.525,0.191,-0.109,0.631,-0.057,-0.531,1.416,-0.959,0
-2.043,-0.399,-0.373,0.492,-1.597,2.085,0.706,-0.176,1.123,-0.089,-0.03,-1.124,-0.629,-0.927,-0.631,0
-0.183,-1.16,-0.481,0.035,-1.686,-0.94,-0.423,-0.534,-0.016,-0.342,-1.388,0.224,1.761,-0.752,0.987,0
2.139,-2.345,0.322,-0.353,-2.703,1.334,0.28,-1.972,-0.568,-0.847,-0.056,1.487,0.679,-0.402,-1.355,0
1.302,0.652,-0.82,0.27,0.076,-0.901,-0.603,-0.918,-1.534,0.72,0.812,-1.263,-1.052,-1.091,0.695,0
-1.782,0.206,0.818,0.637,-0.03,0.212,0.627,-1.785,-0.74,-1.513,0.988,0.77,1.292,-2.313,0.58,0
0.417,-0.565,-0.959,-0.078,0.315,-0.641,-1.385,-0.082,0.842,-1.457,0.431,-2.026,-0.683,-0.696,-0.961,1
0.226,0.158,-0.341,0.279,1.659,-0.531,1.367,1.736,-0.303,0.383,-0.442,-0.414,1.184,0.889,-0.417,1
-0.255,0.11,0.275,1.647,-0.614,-1.852,-0.477,0.94,0.621,-0.058,0.822,-1.049,-0.34,1.235,0.51,1
-1.881,1.149,-1.998,-0.155,0.652,-0.693,0.41,-2.888,1.256,1.241,0.799,0.406,-0.447,-0.281,0.243,1
0.235,1.323,-2.205,1.777,-0.559,0.674,-0.383,-0.136,-0.199,0.98,0.077,0.717,0.353,0.459,0.047,0
1.324,0.338,-1.468,-1.543,0.242,0.148,1.043,-0.99,-0.324,1.229,-0.98,1.173,-0.061,0.919,0.67,0
-1.779,-0.438,-1.544,-0.262,0.355,-1.522,-1.232,-1.13,-0.64,-0.788,-2.278,1.123,-1.14,0.896,0.307,0
-0.558,-0.435,0.097,-0.189,-0.023,0.091,-0.794,0.641,-0.664,0.725,-1.036,0.582,1.767,-0.796,-0.332,0
0.912,-1.048,-1.663,-0.852,-0.278,0.232,-0.959,-0.608,-1.702,-0.463,0.515,0.382,-0.932,-0.032,1.139,0
0.166,0.15,0.907,-2.395,0.227,1.67,-0.741,-0.471,-0.368,0.297,-1.236,-0.265,0.697,0.038,2.113,1
1.91,-3.618,-0.624,0.505,-1.558,0.701,-1.54,-0.643,-1.143,1.575,-1.91,0.248,0.824,1.582,1.915,1
0.217,-0.846,0.421,-2.497,1.312,-0.35,-0.049,-0.415,1.176,0.243,-1.543,-0.612,0.441,0.73,0.991,1
-0.822,-0.397,-1.239,-0.549,-0.583,-1.097,-1.311,1.187,1.697,1.564,1.789,1.275,-0.223,-0.341,-0.084,0
0.134,0.333,-0.509,-1.586,0.158,-0.562,-0.573,-0.579,-0.029,1.274,0.521,-2.512,0.32,0.093,0.887,0
0.392,0.137,0.71,-0.354,0.97,-0.289,1.568,0.116,-0.295,-1.392,-0.934,1.401,-0.534,-0.664,-2.089,0
-1.283,0.936,0.368,0.628,-0.026,0.843,1.575,-0.725,2.235,1.536,1.173,0.155,-1.101,-0.182,1.189,0
0.594,0.098,0.373,-1.27,0.532,-0.34,0.238,0.484,-2.441,-1.204,-0.933,-0.297,2.602,1.858,-0.311,1
-0.158,-0.292,-0.61,-0.174,0.91,1.145,-0.653,1.63,1.255,0.818,-0.062,-0.326,-0.593,0.238,0.496,1
1.507,-0.095,-0.33,-2.334,0.738,0.98,-0.86,-0.471,-3.648,-0.011,0.46,-0.613,2.072,0.306,-0.307,1
-0.002,2.059,-1.627,0.727,0.533,1.787,-0.475,-0.266,1.09,-0.346,-1.817,0.367,0.211,-0.685,-0.74,0
-0.194,-0.241,-0.889,-0.273,2.098,0.193,0.021,-1.102,-1.39,-0.589,1.868,-2.132,-0.219,0.236,0.337,0
0.661,-0.085,-0.637,0.571,1.137,0.629,-0.85,0.231,-1.99,0.204,-0.437,0.391,0.278,1.907,0.131,1
0.322,0.528,0.166,0.06,-0.491,-1.397,-0.9,1.484,-1.416,-0.803,-0.176,1.436,0.721,-0.001,0.418,0
-1.692,-0.637,-1.589,-0.877,-0.12,-1.894,0.37,-0.594,0.05,-2.027,-1.01,0.389,0.502,-1.0,0.177,0
0.347,1.094,-0.762,0.034,-0.771,0.378,0.028,0.941,-0.258,1.01,1.346,-0.013,-0.096,-0.272,-0.732,0
-2.314,0.389,0.41,-0.096,1.755,-1.528,0.902,-0.271,0.186,0.448,0.741,-0.337,-2.046,-0.102,-0.095,1
0.906,1.471,1.535,-2.507,-0.41,-0.136,1.525,-0.497,0.665,1.03,-0.035,-2.288,-1.52,0.617,1.093,1
-0.599,-0.361,0.067,-0.531,-0.464,-0.021,0.257,-1.373,-0.799,0.243,1.362,0.925,-1.175,-1.843,0.184,0
-0.799,0.003,0.635,0.439,-1.551,-0.702,-0.138,-1.969,-0.92,0.34,1.777,1.089,-2.057,2.018,-0.297,1
0.868,0.833,-1.04,-0.534,0.534,-1.406,0.167,-2.195,-0.326,-0.011,-0.014,-0.143,-0.711,1.326,-1.702,1
1.974,-2.017,0.6,-1.756,1.749,1.255,-0.622,0.485,-1.406,0.57,0.496,0.667,-0.315,1.633,0.378,1
0.53,0.488,-0.217,0.446,-1.1,0.878,-0.53,1.796,-0.858,0.877,1.087,0.422,0.212,-1.483,1.177,0
0.555,1.419,1.175,-0.713,-0.454,0.076,1.331,0.754,-2.35,0.897,0.952,1.215,-0.309,0.83,-0.81,0
-0.365,1.45,-0.883,0.601,0.954,0.229,0.169,-1.769,-0.852,-0.019,0.84,-1.035,-1.036,1.404,-0.301,1
-1.479,0.622,-0.729,1.189,-0.053,-1.445,1.058,-0.437,0.611,1.316,0.596,-0.217,0.166,-0.298,0.16,0
-1.394,0.602,0.762,-0.569,0.973,0.125,1.021,-2.039,-0.559,0.349,-1.653,0.994,-1.369,0.313,0.751,0
0.043,-0.528,0.662,0.15,3.539,0.152,0.411,0.582,0.051,-2.224,0.001,1.214,1.531,-0.454,-2.615,0
-1.235,-0.852,0.157,0.002,1.869,0.413,1.648,0.169,0.119,-0.454,0.234,0.867,-0.255,0.861,-0.804,0
1.431,-0.696,-2.397,-0.239,1.561,0.085,1.217,-0.266,1.79,0.239,1.02,0.485,1.291,-0.529,0.94,0
0.938,-0.314,-0.655,-0.137,-0.693,0.274,0.455,1.502,-0.066,0.621,-0.666,1.509,-0.054,0.928,1.052,0
2.213,0.228,-0.748,1.276,0.224,-0.607,0.357,0.084,-0.13,-1.557,-0.083,1.102,-0.585,1.988,1.333,0
-0.766,-1.031,-0.303,-2.202,0.424,0.707,2.327,0.516,1.088,-1.543,-0.933,3.45,0.34,-0.374,2.085,0
-2.311,0.139,-0.535,0.663,1.035,-0.281,2.279,-0.683,1.454,1.234,-0.443,1.118,-0.498,0.31,-0.486,0
-0.009,0.326,-0.262,-0.182,-0.619,0.168,0.972,1.143,-0.587,0.991,0.192,-1.825,-0.995,0.433,1.327,1
-0.64,-0.412,-0.753,-0.11,-1.542,-1.904,-0.793,-2.067,-0.142,0.046,-1.469,0.215,0.534,1.346,-0.834,0
-0.667,1.357,-1.21,0.571,1.838,0.42,-1.121,-0.388,-0.54,0.399,-2.274,-0.412,-0.033,-1.192,-0.075,1
1.053,1.261,-1.146,0.578,0.204,1.065,0.722,-0.541,-0.491,-0.114,1.257,1.646,0.253,0.561,0.664,0
0.068,0.129,-1.095,0.831,-0.479,0.798,-0.085,-0.618,-1.354,-0.134,1.912,-0.053,0.061,-0.475,0.215,0
-0.163,0.332,0.996,0.553,1.172,-1.805,-1.0,0.168,-0.693,-1.068,1.308,-1.102,0.302,0.633,0.184,0
0.307,-1.233,1.075,-0.284,1.873,0.397,-0.567,-1.518,-1.981,-0.014,0.434,-0.527,-1.876,-1.083,-0.34,0
2.693,0.364,-0.49,0.628,-1.543,1.697,-1.582,0.186,-0.579,0.053,-0.856,0.201,-0.506,-0.425,-0.819,0
0.514,2.813,1.088,0.027,-1.022,0.573,-0.008,1.671,-0.417,-0.854,1.707,0.657,-0.26,-0.512,-0.575,0
1.697,0.134,-0.617,-0.99,0.688,-0.906,-0.494,-0.177,-0.271,0.201,1.532,0.142,-1.787,-0.861,-1.088,0
0.313,-1.274,0.227,0.9,-0.748,-0.05,0.9,0.594,-0.237,0.072,0.483,2.645,0.484,0.193,2.167,0
0.206,0.246,0.711,0.195,1.08,0.518,1.98,0.536,1.322,0.191,0.603,0.368,0.017,-0.832,-0.675,0
0.687,2.904,0.479,-1.7,1.687,0.194,-0.855,-1.054,0.75,-1.227,1.575,0.693,0.124,0.416,-0.606,1
-0.498,2.392,-0.247,-1.209,0.178,0.456,-0.242,2.063,0.194,-0.521,1.668,2.257,-0.766,-0.143,1.133,0
-0.799,0.016,-0.658,-1.894,1.78,-0.963,-0.658,-0.441,0.877,1.966,0.52,-1.01,0.053,-0.865,0.328,1
1.389,-0.648,0.071,-0.59,-0.286,-0.492,-0.333,1.329,-0.421,-0.952,0.731,-0.781,-0.893,-2.218,-0.089,1
0.546,-1.223,-0.346,-1.203,-0.658,0.815,1.103,-0.416,-0.921,-0.63,0.941,-1.207,2.34,0.331,0.45,1
-2.154,0.47,-0.08,-1.843,1.348,-1.985,1.341,-0.041,-0.386,0.042,-1.328,0.46,0.197,1.337,-0.565,0
0.299,1.801,-0.324,0.194,-0.171,-0.619,-0.716,-0.461,1.292,0.587,0.743,1.343,-1.546,-0.161,-0.536,1
0.414,0.484,-1.224,-0.151,1.429,0.393,-0.088,-0.203,1.825,2.047,-0.531,-0.743,-1.764,-0.358,0.778,1
0.505,1.656,0.666,0.6,1.109,-0.898,1.689,-0.081,-0.547,-0.004,0.837,0.249,0.29,1.551,-1.165,1
-0.992,-1.505,-1.183,1.443,0.243,0.989,0.11,-0.639,0.369,-2.173,-3.07,-1.842,1.475,-1.18,-2.632,0
